gene_names,pg_n1,pg_n1n2,pg_n1Andn1n2,pg_full,pnl_n1,pnl_n1n2,pnl_n1Andn1n2,pnl_full,n1_size,n2_size,gene_ind,gene_name
ENSG00000162623.15,0.012424823416168906,0.8981473267954243,0.02811061264367859,0.5075992956725611,0.3022473457665843,0.6128395377270595,0.4455217883908484,0.6344203074866992,40000.0,138162.0,827.0,TYW3
ENSG00000117054.13,0.8732067368831007,0.924421385995981,0.9051010800397867,0.033664542171598755,0.6182458885081357,0.6044255074472572,0.6113904354650695,0.44386862556900847,40000.0,138162.0,828.0,ACADM
ENSG00000184005.10,0.058540980670792664,0.11760316325332054,0.07837147480963536,0.023328000997080878,0.07298767599134648,0.05797347846814693,0.0646317790885817,0.02663014488891835,40000.0,138162.0,831.0,ST6GALNAC3
ENSG00000137944.17,0.8495565473635663,0.6705808838780193,0.7882751014315675,0.4500069895116577,0.9779650380395302,0.7784263054819602,0.9594620294152549,0.7204554201878929,40000.0,138162.0,879.0,KYAT3
ENSG00000117226.11,0.13288103752957664,0.33305701523905873,0.1956623826700981,0.2615326280134552,0.6508579601108816,0.3325845553677045,0.4892506623136155,0.24610393123563495,40000.0,138162.0,881.0,GBP3
ENSG00000197147.13,0.8386435581173064,0.9651214087890307,0.9421874606647528,0.930177519395146,0.9649968573460206,0.7025098243139722,0.9358915646433408,0.8794441746845743,40000.0,138162.0,889.0,LRRC8B
ENSG00000231613.1,0.19310616751251042,0.010769626906668217,0.020516949691464503,0.3282831970120853,0.43119208737844306,0.8763301555540159,0.7668245335187066,0.312681558796448,40000.0,138162.0,892.0,RP5-943J3.1
ENSG00000171492.14,0.4892718379711523,0.4169523569953216,0.4524973236892374,0.5319295703895368,0.5427879317079235,0.5133960268775796,0.5281521000704237,0.6315684713100256,40000.0,138162.0,894.0,LRRC8D
ENSG00000097046.12,0.6715657693305628,0.14275043691594308,0.2971889063607108,0.541414993808695,0.8408207496195448,0.18518194708784125,0.5489012224506813,0.37958097069237906,40000.0,138162.0,898.0,CDC7
ENSG00000172031.6,0.4182539111021778,0.6856200553646254,0.5623825281477036,0.8725408230319753,0.46500030357527805,0.9352787968242853,0.8729016160636278,0.5293165454638413,40000.0,138162.0,900.0,EPHX4
ENSG00000067208.14,0.8837798652723656,0.14470145950665175,0.5883669128674727,0.3914408443360233,0.7236830464639754,0.14084914881470834,0.3206490534817018,0.279001067660438,40000.0,138162.0,907.0,EVI5
ENSG00000223745.7,0.9217736458380592,0.011468403416002748,0.02673463205570159,0.010738704195366822,0.8898081809513636,0.013410310225465183,0.030296057622010986,0.011853729915316469,40000.0,138162.0,914.0,CCDC18-AS1
ENSG00000137942.16,0.04403530293863117,0.13583673689318498,0.06685705261046132,0.12521835885548083,0.0380184956856201,0.30604491373026754,0.06937627572332439,0.6530455591289912,40000.0,138162.0,917.0,FNBP1L
ENSG00000122481.16,0.4758203467788903,0.993839098719129,0.9876646547014734,0.45246613855095974,0.6292578946993541,0.9336173398678284,0.8822018897242728,0.6327101698887019,40000.0,138162.0,931.0,RWDD3
ENSG00000188641.12,0.9175529084604872,0.8624007554540978,0.8966433602339234,0.8830926462979476,0.5998878729941564,0.7188860459255152,0.6656171255274498,0.8954048519836488,40000.0,138162.0,938.0,DPYD
ENSG00000162627.16,0.054472206421033675,0.5252524905417144,0.10729581045791353,0.6815263746837523,0.048080806900960005,0.969993681922773,0.852631596539719,0.8567326234426228,40000.0,138162.0,939.0,SNX7
ENSG00000156869.12,0.29003415426770873,0.9851276331589418,0.9692100429229928,0.665611492914286,0.2342604354794029,0.2649300657098048,0.24885345718357854,0.7859873232387362,40000.0,138162.0,941.0,FRRS1
ENSG00000156876.9,0.04210455637836352,0.39666321219055956,0.07938545108112327,0.43581277882682634,0.041739189195503346,0.40539276938393154,0.07903500373389716,0.42259931542110163,40000.0,138162.0,945.0,SASS6
ENSG00000079335.18,0.432846902528703,0.041530091185531026,0.07955273356678105,0.2659674658058617,0.32889816333235744,0.24914802741859393,0.2850828506738361,0.23167112416907537,40000.0,138162.0,951.0,CDC14A
ENSG00000198890.7,0.5543542183594469,0.4322928585680329,0.49307192030162295,0.39163738296966755,0.8324690491087938,0.7757900958004411,0.8077175801880144,0.4081364962700762,40000.0,138162.0,968.0,PRMT6
ENSG00000226822.2,0.1316979366949792,0.1664404919242038,0.14719140474290754,0.7732483335309026,0.1748136921828532,0.42908687964614256,0.2614939455271471,0.9726264068927095,40000.0,138162.0,971.0,RP11-356N1.2
ENSG00000085491.15,0.8884533627862485,0.6572591611952945,0.8254644774735566,0.518217948100316,0.703885070099521,0.3841154720287684,0.5573530624655765,0.990338489082353,40000.0,138162.0,972.0,SLC25A24
ENSG00000215717.5,0.8406725001109736,0.2469528354481363,0.6223244875681804,0.12307336313149508,0.8570685730477089,0.256695791031335,0.6620681892474308,0.106265262754062,40000.0,138162.0,984.0,TMEM167B
ENSG00000179902.12,0.888321791410996,0.35477566119437864,0.7681078787332525,0.7398319263438606,0.8766514589426955,0.5133755141433627,0.7847339064897842,0.897769680872595,40000.0,138162.0,985.0,C1orf194
ENSG00000116299.16,0.4777693655265297,0.11898877147918946,0.2075779557238352,0.10580689761991541,0.5752122376619242,0.8147952134634956,0.7298001100364129,0.09242741766405393,40000.0,138162.0,986.0,KIAA1324
ENSG00000181754.6,0.9025433985665731,0.24565358436871554,0.7604466617123684,0.3288004414359523,0.9723254874796318,0.6917872803210912,0.9481141453446783,0.5063538677236438,40000.0,138162.0,996.0,AMIGO1
ENSG00000168765.16,0.2972763917870542,0.9492482784300558,0.8885904879200966,0.2464678129740066,0.40925201890338064,0.9124342534576128,0.8243964031480937,0.9331081774800497,40000.0,138162.0,1001.0,GSTM4
ENSG00000213366.12,0.02396878268418584,0.01352848064738138,0.017296624425590434,0.009995118457130026,0.10325823488222363,0.5619827500981585,0.19870015160619475,0.28357983125051567,40000.0,138162.0,1002.0,GSTM2
ENSG00000134184.12,0.15132501914261376,0.014414066183373264,0.0264528677870422,0.03379672682399365,0.9316804914110199,0.7856921220249626,0.8949938312227972,0.5405413230464847,40000.0,138162.0,1003.0,GSTM1
ENSG00000134201.10,0.6801074730240146,0.6259083408068149,0.6542168822744263,0.012752447083987428,0.7339370696886056,0.7231597814702736,0.728628129147223,0.09486426776079482,40000.0,138162.0,1004.0,GSTM5
